index,task,waum
0,bird-1038.png,-0.0073105209320783624
1,bird-1039.png,-0.0005384858166645227
2,bird-1043.png,0.016841135296810507
3,bird-1046.png,0.0016362567551140134
4,bird-1051.png,0.0010073943611082078
5,bird-1083.png,-0.00010177060133176194
6,bird-1095.png,-0.0037474857585447973
7,bird-1099.png,-0.0017020677087731665
8,bird-1108.png,-0.0022318915089487184
9,bird-1110.png,-0.002139432563775573
10,bird-1126.png,-0.0017478060212844661
11,bird-113.png,-0.0010538887630323751
12,bird-1132.png,0.0005416127998764791
13,bird-1146.png,0.0015045926521868168
14,bird-1148.png,0.0038962567152272857
15,bird-1150.png,0.00559268295685142
16,bird-1151.png,0.009682610667991167
17,bird-1172.png,0.012893736997042238
18,bird-118.png,0.011652844429155046
19,bird-1196.png,0.022182715212888945
20,bird-1202.png,0.025528381487273707
21,bird-123.png,0.028684186035657745
22,bird-1240.png,0.03254813537199934
23,bird-1248.png,0.03006580832888946
24,bird-1251.png,0.040510332738304365
25,bird-1254.png,0.046023760254902304
26,bird-1257.png,0.04925126103451475
27,bird-1277.png,0.04894431981317819
28,bird-1278.png,0.05737455350088948
29,bird-129.png,0.05822767190925052
30,bird-1297.png,0.06653342595789581
31,bird-1307.png,0.05011238133697416
32,bird-1321.png,0.06808662310880788
33,bird-1325.png,0.050084493913083
34,bird-1330.png,0.08273482088802436
35,bird-1348.png,0.07802517896875598
36,bird-135.png,0.09074358784104514
37,bird-1352.png,0.09417142112192867
38,bird-1356.png,0.09695574655214245
39,bird-1367.png,0.09743616979997535
40,bird-1374.png,0.09663854433350588
41,bird-138.png,0.09616863764769515
42,bird-1382.png,0.10404757665121546
43,bird-1392.png,0.08589508185045487
44,bird-1399.png,0.10653523039790111
45,bird-1450.png,0.11062351019535013
46,bird-1451.png,0.10684044669078546
47,bird-1456.png,0.09335073214135899
48,bird-147.png,-0.00679486883016907
49,bird-1479.png,0.08060357185620262
50,bird-1481.png,0.11745395535324561
51,bird-149.png,0.10804473902291321
52,bird-1495.png,0.10313618115894697
53,bird-1496.png,0.11325463099216514
54,bird-1501.png,0.1571901604975018
55,bird-1502.png,0.1863224812201575
56,bird-1505.png,0.24623499887762593
57,bird-1507.png,0.27946554534386475
58,bird-1515.png,0.2865567513652085
59,bird-1528.png,0.33794860921221725
60,bird-1539.png,0.30640616570574486
61,bird-1547.png,0.3946264538097603
62,bird-156.png,0.39597098999427865
63,bird-1567.png,0.4318273400577807
64,bird-1575.png,0.4632236855395549
65,bird-1581.png,0.47949182008763513
66,bird-1587.png,0.49374697748109525
67,bird-160.png,0.5292093490529518
68,bird-1610.png,0.5192822673593407
69,bird-1623.png,0.5151633947136001
70,bird-1644.png,0.35635733913238343
71,bird-1656.png,0.5525052537775175
72,bird-1673.png,0.531241816272834
73,bird-1678.png,0.6073908818224314
74,bird-1690.png,0.615983105413905
75,bird-1709.png,0.6426975446285993
76,bird-1723.png,0.5807024172065534
77,bird-1746.png,0.6170180838267956
78,bird-1749.png,0.633979950857179
79,bird-1756.png,0.609654832283849
80,bird-1758.png,0.6772650933938826
81,bird-1763.png,0.699138133195229
82,bird-1767.png,0.7048109850943464
83,bird-1768.png,0.7153074915761236
84,bird-1771.png,0.7195984817272962
85,bird-1802.png,0.708679131004892
86,bird-1803.png,0.7337955907230933
87,bird-182.png,0.7407569750792609
88,bird-1825.png,0.7470359963049421
89,bird-183.png,0.6809774679484035
90,bird-1846.png,0.7214965385743679
91,bird-1852.png,0.7619834051945512
92,bird-1859.png,0.7673610607144908
